129., 식사만 바꿔도 젊어집니다 ,16，500,마키타 젠지
130., 어서 오세요， 휴남동 서점입니다 (여름 에디션) ,15，000,황보름
131., 오싹오싹 크레용! ㅣ 토토의 그림책  ,13，000,에런 레이놀즈
132., 이해찬 회고록 ,23，000,이해찬
133., 작별인사 (밤하늘 에디션)  ,14，000,김영하
134., 타이탄의 도구들 (블랙 에디션)  ,18，000,팀 페리스
135., 칵테일， 러브， 좀비 (리커버) ,10，000,조예은
136., 사로잡는 얼굴들 ,28，000,이사 레슈코
137., 사피엔스 ㅣ 인류 3부작 시리즈   ,22，000,유발 하라리
138., 체인소 맨 : 버디 스토리즈 ,7，000,히시카와 사카쿠
139., 최재천의 공부 ,16，500,최재천， 안희경
140., 오늘 밤， 세계에서 이 눈물이 사라진다 해도 ,14，000,이치조 미사키
141., 부의 인문학 (20만부 기념 개정증보판) ,17，000,우석(브라운스톤)
142., 부자의 자세 ,15，000,제이원
143., 공정하다는 착각  ,18，000,마이클 샌델
144., 돈， 뜨겁게 사랑하고 차갑게 다루어라 ㅣ 코스톨라니 투자총서 1  ,12，000,앙드레 코스톨라니
145., 부자의 그릇 ,15，000,이즈미 마사토
146., 사진의 용도 ㅣ 아니 에르노 컬렉션  ,14，000,아니 에르노， 마크 마리
147., 오은영의 화해 (리커버) ,16，000,오은영
148., 그리고 펌킨맨이 나타났다  ,13，000,유소정
149., 마이클 모부신 운과 실력의 성공 방정식 ,18，000,마이클 J. 모부신
150., 설민석의 그리스 로마 신화 대모험 1 ㅣ 설민석의 그리스 로마 신화 대모험 1 ,13，000,설민석， 남이담
151., 아주 작은 습관의 힘  ,16，000,제임스 클리어
152., 큰별쌤 최태성의 별★별한국사 시대별 기출문제집 한국사능력검정시험 심화(1，2，3급) ㅣ 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 시리즈  ,18，000,최태성
153., 집착 ,11，000,아니 에르노
154., 엄마 어디 있지? ,15，000,박성우
155., 오늘 밤， 세계에서 이 사랑이 사라진다 해도 ,14，000,이치조 미사키
156., 야쿠자의 덕질 1 ㅣ S코믹스  ,6，000,야츠다 테키
157., 위로의 미술관  ,18，800,진병관
158., 흔한남매 수수께끼 어드벤처 1 ,14，000,흔한남매
159., 한국 교회 트렌드 2023 ,20，000,지용근， 김영수， 조성실， 정재영， 손의성， 전병철， 이기룡， 백광훈， 유미호， 김신권
160., 수학은 어떻게 문명을 만들었는가 ,22，000,마이클 브룩스
161., 탐닉 ,15，500,아니 에르노
162., 멘탈을 바꿔야 인생이 바뀐다 ,15，800,박세니
163., 어느 날， 내 죽음에 네가 들어왔다 ,15，000,세이카 료겐
164., 진정한 장소 ㅣ 아니 에르노 컬렉션  ,13，000,아니 에르노， 미셸 포르트
165., 그 여름의 끝 ㅣ 문학과지성 시인선 86 ,12，000,이성복
166., 여우와 나 ,19，800,캐서린 레이븐
167., 돈의 심리학  ,19，800,모건 하우절
168., 다정한 것이 살아남는다  ,22，000,브라이언 헤어， 버네사 우즈
169., 클루지  ,13，800,개리 마커스
170., 설민석의 세계사 대모험 14 ㅣ 설민석의 세계사 대모험 14 ,13，000,설민석， 김정욱
171., 역설계 ,17，800,론 프리드먼
172., 데이터는 어떻게 인생의 무기가 되는가 ,18，800,세스 스티븐스 다비도위츠
173., 지구 끝의 온실 (여름 에디션) ,15，000,김초엽
174., 내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션) ,17，000,칼 필레머
175., 백년 허리 1 : 진단편 ㅣ 백년 허리 1  ,18，500,정선근
176., 넛지 : 파이널 에디션  ,22，000,리처드 H. 탈러， 캐스 R. 선스타인
177., 2022 하반기 에듀윌 취업 온라인 SKCT SK그룹 종합역량검사 통합 기본서 최신기출유형 + 실전모의고사 4회 + 심층검사 ,23，000,에듀윌 취업연구소
178., 엄마의 말 연습 ,17，500,윤지영
179., 다정한 서술자 ,15，000,올가 토카르추크
180., 타오르는 질문들 ,32，000,마거릿 애트우드
181., 고깔모자의 아틀리에 10 ,6，000,시라하마 카모메
182., 트로피컬 나이트  ,15，000,조예은
183., 아라의 소설  ,15，000,정세랑
184., 협력의 유전자 ,22，000,니컬라 라이하니
185., 코스모스 ,19，900,칼 세이건
186., 흔한남매 11 ㅣ 흔한남매 11 ,14，500,흔한남매
187., 당신의 뇌는 최적화를 원한다 ,15，000,가바사와 시온
188., 종이 동물원 ,15，800,켄 리우
189., 이기적 유전자  ,20，000,리처드 도킨스
190., 얼굴만으론 좋아할 수 없어요 5 ,5，500,안자이 카린
191., 퇴근길의 마음 ,16，500,이다혜
192., 소설 보다 : 가을 2022 ㅣ 소설 보다   ,3，500,김기태， 위수정， 이서수
193., 어린이를 위한 역사의 쓸모 2 ㅣ 어린이를 위한 역사의 쓸모 2 ,15，000,최태성
194., 영어 감정 표현 사전 ,27，000,샘 노리스
195., 팔견전 15 ㅣ S코믹스  ,5，000,아베 미유키
196., 바니타스의 수기 10 (특별 소책자 포함 특장판) ,12，000,모치즈키 준
197., 누구에게도 상처받을 필요는 없다 ,14，000,지민석
198., 비상식적 성공 법칙 ㅣ 리어웨이크 시리즈 2 ,17，000,간다 마사노리
199., 내가 행복한 이유 ㅣ 워프 시리즈 1 ,18，500,그렉 이건
200., 털실타래 Vol.1 (2022년 가을호)  ,22，000,일본보그사
201., 자연스러운 인체 드로잉 ㅣ Collect 16 ,23，500,소은 박경선
202., 내세에는 남남이 좋겠어 6 ㅣ S코믹스  ,5，000,코니시 아스카
203., 가부키초 배드 트립 2 ,6，000,나기사 에이지
204., ADHD 우리 아이 어떻게 키워야 할까 ,18，000,신윤미
205., 어린이를 위한 역사의 쓸모 1 ㅣ 어린이를 위한 역사의 쓸모 1  ,15，000,최태성
206., 오버로드 15 ,12，000,마루야마 쿠가네
207., 욕망의 진화 ,22，000,데이비드 M. 버스
208., 2022.2023 큰별쌤 최태성의 별★별한국사 7일의 기적 한국사능력검정시험 심화(1.2.3급) ㅣ 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 시리즈  ,15，500,최태성
209., 일본어 무작정 따라하기 완전판 ㅣ 무작정 따라하기 일본어  ,26，000,후지이 아사리
210., 나는 당신이 행복했으면 좋겠습니다 ,13，800,박찬위
211., 테라피스트 ,16，000,B. A. 패리스
212., 햇빛초 대나무 숲에 새 글이 올라왔습니다 ㅣ 우리학교 상상 도서관  ,12，000,황지영
213., 바로 쓰는 영어 ,18，000,셀리
214., 올드패션 베이킹북 ,28，000,이수정
215., 2022 ADsP 데이터 분석 준전문가 ,28，000,윤종식
216., 2022 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형 + 실전모의고사 (수리논리/추리) ,22，900,해커스 취업교육연구소
217., 동물들의 위대한 법정 ,14，500,장 뤽 포르케
218., 비밀의 보석 가게 마석관 3 ㅣ 비밀의 보석 가게 마석관 3 ,13，000,히로시마 레이코
219., 잃어버린 게놈을 찾아서  ,18，000,스반테 페보
220., 뉴필로소퍼 2022 20호 ㅣ 뉴필로소퍼 NewPhilosopher 20  ,15，000,뉴필로소퍼 편집부
221., 튜브  ,15，000,손원평
222., 흑뢰성 ,16，800,요네자와 호노부
223., 커픽처스 커피 레시피 101  ,20，000,김현석
224., 2023 유휘운 행정법총론 진도별 기출문제집(진출) - 전2권 ,46，000,유휘운
225., 현재 삶으로 돌아오다 ,13，000,임순희
226., 2023 써니 행정법총론 소방 기출문제집 - 전2권 ,40，000,박준철
227., 기분을 관리하면 인생이 관리된다 ,17，600,김다슬
228., 세계미래보고서 2023 : 메가 크라이시스 이후 새로운 부의 기회 ,18，000,박영숙， 제롬 글렌
229., 세계를 건너 너에게 갈게 ㅣ 문학동네 청소년 39 ,11，500,이꽃님
230., 믹스 MIX ,18，800,안성은(Brand Boy)
231., 초역 니체의 말 ㅣ 초역 시리즈  ,15，800,프리드리히 니체
232., 난중일기 ,15，000,이순신
233., 인간 실격 ㅣ 민음사 세계문학전집 103 ,9，000,다자이 오사무
234., 기브앤테이크 Give and Take  ,17，500,애덤 그랜트
235., 마법천자문 54 ㅣ 손오공의 한자 대탐험 마법천자문 54 ,14，000,유대영
236., 채사장의 지대넓얕 4 : 보이지 않는 손 ㅣ 생각을 넓혀 주는 어린이 교양 도서  ,15，000,채사장， 마케마케
237., 어떻게 말해줘야 할까 (60만 부 기념 한정판 리커버) ,17，500,오은영
238., 이야기의 핵심 ,14，000,리비 호커
239., 투자에도 순서가 있다 ,18，000,홍춘욱
240., 미드나잇 라이브러리 (1주년 스페셜 에디션) ,15，800,매트 헤이그
241., 이어령의 마지막 수업 ,16，500,김지수
242., 기억 전달자 ㅣ 블루픽션 (비룡소 청소년 문학선) 20 ,12，000,로이스 로리
243., 대출의 마법 ,20，000,레오(김은진)
244., 영어의 마음을 읽는 법  ,22，000,김성우
