 339,베이킹은 과학이다: 제빵편,카지하라 요시하루 외,23，400
 340,넘버스 스틱!,칩 히스 외,15，300
 341,매일 만들어 먹고 싶은 식사샐러드,남정석,14，940
 342,이해원 모의고사 시즌3(2022)(2023 수능대비),이해원,17，100
 343,모바일 미래보고서 2023,커넥팅랩,16，200
 344,클로버,나혜림,11，700
 345,박병창의 돈을 부르는 매매의 심리,박병창,16，200
 346,쇳밥일지,천현우,13，050
 347,푸른 사자 와니니 4: 작은 코뿔소 파투,이현 외,10，800
 348,매일매일 행복해,프란체스카 피로네 외,12，600
 349,난중일기,이순신 외,13，500
 350,바로 쓰는 영어,셀리,16，200
 351,2023 해커스공무원 신민숙 쉬운국어 어법 필기노트(9급 공무원， 7급 공무원),신민숙,13，950
 352,개념원리 RPM 고등 수학(상)(2022),이홍섭,14，400
 353,세계사를 바꾼 커피 이야기,우스이 류이치로 외,16，200
 354,2022 해커스 파생상품투자권유자문인력 최종핵심정리문제집+실전모의고사 2회분,민영기 외,24，210
 355,당신은 결국 무엇이든 해내는 사람,김상현,13，500
 356,EBS 수능특강 영어영역 영어듣기(2022)(2023 수능대비),EBS교육방송 편집부,8，280
 357,EBS 수능특강 국어영역 문학(2022)(2023 수능대비),EBS교육방송 편집부,8，190
 358,마더텅 수능기출 모의고사 35회 생활과 윤리(2022)(2023 수능 대비),마더텅 편집부,10，710
 359,365 부모 말하기 연습 일력,박재연 외,16，200
 360,모든 것은 기본에서 시작한다,손웅정,14，400
 361,2호선 연가,김인배,11，700
 362,달러구트 꿈 백화점 2(레인보우 에디션),이미예,12，420
 363,아비투스,도리스 메르틴 외,16，200
 364,아기 발달 백과,김수연,18，000
 365,채권투자 핵심 노하우,마경환,19，800
 366,나는 4시간만 일한다,팀 페리스 외,13，320
 367,신 수학의 바이블 고등 수학(상)(2022),민경도 외,15，300
 368,자존감 수업,윤홍균,12，600
 369,사피엔스,유발 하라리 외,19，800
 370,수학자의 아침,김소연,8，100
 371,총 균 쇠,재레드 다이아몬드 외,25，200
 372,현재 삶으로 돌아오다,임순희,11，700
 373,도시 가나다,윤정미,18，000
 374,마음의 법칙,폴커 키츠 외,14，400
 375,나는 강물처럼 말해요,조던 스콧 외,11，700
 376,백 번 산 고양이 백꼬선생 1,정연철 외,11，700
 377,아직도 내귀엔 서간도 바람소리가,허은 외,10，800
 378,어웨이크,김유진,14，220
 379,2022 해커스 공인중개사 회차별 기출문제집 1차 부동산학개론·민법 및 민사특별법(2권 구성),신관식 외,17，100
 380,천일문 기본 Basic 1001 Sentences,김기훈 외,17，100
 381,교과서가 담지 못한 에피소드 독립운동사,표학렬,13，500
 382,개인맞춤 영양의 시대가 온다,김경철 외,18，000
 383,해커스 토익 RC 리딩(Reading) 토익 기본서,David Cho,16，920
 384,쎈 고등 수학(상)(2022),홍범준 외,15，300
 385,고교학점제， 진로교육을 다시 디자인하다,정미라 외,16，110
 386,내 마음의 기억상자: 하루일기,유순덕,2，700
 387,당신이 허락한다면 나는 이 말 하고 싶어요,김제동,14，400
 388,슈퍼 히어로의 똥 닦는 법,안영은 외,10，800
 389,나는 3D다,배상민,13，500
 390,10배의 법칙,그랜트 카돈 외,12，000
 391,부자 아빠 가난한 아빠. 1(20주년 특별 기념판),안진환 외,11，000
 392,데일 카네기 인간관계론,데일 카네기 외,5，500
 401,컬러의 방,폴 심프슨 외,19，800
 402,코딩 자율학습 나도코딩의 C 언어 입문,나도코딩,23，400
 403,2022 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 1.0,유창호,44，100
 404,더 위험한 미래가 온다,김영익 외,17，100
 405,신입 때 알았더라면 좋았을 보고서 잘 쓰는 법,신가영,16，200
 406,무조건 수익 내는 실전 부동산 경매,나땅(이소라),18，000
 407,부동산 경매로 1년 만에 꼬마빌딩주 되다,김상준,16，200
 408,통찰의 시간,신수정,16，200
 409,2023 갓대환 형사법 기출총정리,갓대환 형사법 연구실,72，900
 410,원펀맨(One Punch Man) 26,One 외,4，950
 411,좋은 불평등,최병천,19，800
 412,게으른 완벽주의자를 위한 심리학,헤이든 핀치 외,15，300
 413,어린이를 위한 역사의 쓸모 1: 선사시대~남북국 시대,최태성 외,13，500
 414,2022 해커스 20대기업 인적성 최신기출유형+실전문제 통합 기본서,해커스 취업교육연구소,20，610
 415,더퍼슨스(the Persons) No 4: 브랜드 디렉터(Brand Director),더퍼슨스 편집부,16，200
 416,말의 알고리즘,고은미 외,13，500
 417,그림의 힘(프레더릭 레이턴 리커버 에디션),김선현,17，820
 418,28시간에 끝내는 토익스피킹 스타트,황인기 외,16，110
 419,혼자 공부하는 파이썬,윤인성,19，800
 420,EBS 수능완성 과학탐구영역 지구과학1(2022)(2023 수능대비),EBS교육방송 편집부,5，850
 421,EBS Final 실전모의고사 고등 사회탐구영역 생활과 윤리(2022)(2023 수능대비),EBS교육방송 편집부,5，850
 422,누구에게도 상처받을 필요는 없다,지민석,12，600
 423,따라 하면 무조건 돈 버는 실전 부동산 경매: 수익실현편,유근용 외,19，800
 424,마더텅 수능기출 모의고사 35회 사회 · 문화(2022)(2023 수능대비),마더텅 편집부,10，710
 425,쎈 초등 수학 6-2(2022),홍범준 외,14，850
 426,해커스 토익 실전 1000제 1 LC Listening(리스닝) 문제집,해커스 어학연구소,10，710
 427,쎈 중등 수학 3-1(2022),홍범준 외,14，400
 428,일품 중등 수학 2(하) 557제(2022),편집부 외,11，700
 429,천 개의 파랑,천선란,12，600
 430,사랑한다고 상처를 허락하지 말 것,김달,13，050
 431,엄마 나는 자라고 있어요,헤티 판 더 레이트 외,19，800
 432,이방인,알베르 카뮈 외,9，000
 433,사랑의 기술,에리히 프롬 외,10，800
 434,아주 작은 습관의 힘,제임스 클리어 외,14，400
 435,푸른 사자 와니니,이현 외,9，720
 436,명상록,마르쿠스 아우렐리우스 외,10，800
 437,송사무장의 부동산 경매의 기술,송희창,14，400
 438,정의란 무엇인가,마이클 샌델 외,13，500
 439,나미야 잡화점의 기적,히가시노 게이고 외,13，320
 440,장사의 신,우노 다카시 외,12，600
